salet = 7897 (3.4201)
reast = 7900 (3.4214)
crate = 7902 (3.4223)
trace = 7903 (3.4227)
slate = 7905 (3.4236)
crane = 7907 (3.4244)
carle = 7914 (3.4275)
slane = 7920 (3.4301)
carte = 7926 (3.4327)
slant = 7926 (3.4327)
torse = 7926 (3.4327)
trice = 7929 (3.434)
least = 7932 (3.4353)
trine = 7933 (3.4357)
prate = 7935 (3.4366)
slart = 7938 (3.4379)
caret = 7942 (3.4396)
roast = 7945 (3.4409)
stale = 7945 (3.4409)
trone = 7945 (3.4409)
clast = 7946 (3.4413)
carse = 7947 (3.4417)
lance = 7947 (3.4417)
rance = 7947 (3.4417)
train = 7948 (3.4422)
earst = 7951 (3.4435)
crine = 7952 (3.4439)
stare = 7952 (3.4439)
trade = 7952 (3.4439)
trape = 7952 (3.4439)
leant = 7953 (3.4443)
roist = 7954 (3.4448)
taser = 7955 (3.4452)
snare = 7956 (3.4456)
react = 7959 (3.4469)
saint = 7959 (3.4469)
peart = 7960 (3.4474)
stane = 7960 (3.4474)
toile = 7961 (3.4478)
crone = 7963 (3.4487)
reist = 7964 (3.4491)
scale = 7965 (3.4495)
loast = 7966 (3.45)
plate = 7966 (3.45)
drant = 7968 (3.4508)
riant = 7969 (3.4513)
crise = 7970 (3.4517)
roset = 7970 (3.4517)
clart = 7971 (3.4521)
saner = 7971 (3.4521)
sorel = 7971 (3.4521)
corse = 7973 (3.453)
dealt = 7974 (3.4534)
parse = 7975 (3.4539)
plane = 7975 (3.4539)
soare = 7975 (3.4539)
alist = 7976 (3.4543)
canst = 7976 (3.4543)
slice = 7976 (3.4543)
tares = 7977 (3.4547)
resat = 7978 (3.4552)
roate = 7978 (3.4552)
ronte = 7978 (3.4552)
crost = 7979 (3.4556)
stile = 7979 (3.4556)
liane = 7980 (3.456)
prase = 7980 (3.456)
tripe = 7980 (3.456)
aline = 7981 (3.4565)
artel = 7981 (3.4565)
raine = 7981 (3.4565)
store = 7981 (3.4565)
trail = 7981 (3.4565)
tried = 7981 (3.4565)
caner = 7982 (3.4569)
antre = 7983 (3.4573)
orant = 7983 (3.4573)
raile = 7983 (3.4573)
sault = 7983 (3.4573)
strae = 7983 (3.4573)
saine = 7984 (3.4578)
tears = 7984 (3.4578)
orate = 7985 (3.4582)
snirt = 7985 (3.4582)
thale = 7985 (3.4582)
truce = 7985 (3.4582)
cater = 7986 (3.4586)
close = 7986 (3.4586)
stole = 7986 (3.4586)
arose = 7987 (3.4591)
earnt = 7987 (3.4591)
trans = 7987 (3.4591)
crest = 7988 (3.4595)
seral = 7988 (3.4595)
slade = 7988 (3.4595)
cline = 7989 (3.4599)
alter = 7990 (3.4604)
tarns = 7990 (3.4604)
liart = 7991 (3.4608)
place = 7991 (3.4608)
taler = 7991 (3.4608)
anile = 7992 (3.4612)
clint = 7992 (3.4612)
raise = 7992 (3.4612)
snore = 7992 (3.4612)
spalt = 7992 (3.4612)
tales = 7992 (3.4612)
caste = 7993 (3.4617)
grate = 7993 (3.4617)
palet = 7993 (3.4617)
plast = 7993 (3.4617)
rinse = 7993 (3.4617)
irate = 7994 (3.4621)
scart = 7994 (3.4621)
stire = 7994 (3.4621)
teals = 7994 (3.4621)
cadre = 7995 (3.4625)
clone = 7995 (3.4625)
crape = 7995 (3.4625)
parle = 7995 (3.4625)
slier = 7995 (3.4625)
toner = 7995 (3.4625)
tride = 7995 (3.4625)
caple = 7996 (3.463)
scare = 7996 (3.463)
alert = 7997 (3.4634)
alien = 7997 (3.4634)
cruet = 7997 (3.4634)
spare = 7997 (3.4634)
trial = 7997 (3.4634)
ceorl = 7998 (3.4638)
clote = 7999 (3.4643)
perst = 7999 (3.4643)
sient = 7999 (3.4643)
spale = 7999 (3.4643)
trope = 7999 (3.4643)
scant = 8000 (3.4647)
socle = 8000 (3.4647)
>>> Tue Mar 15 20:47:03 2022 | 0 | orate | 7985
>>> Tue Mar 15 20:47:03 2022 | 1 | roate | 7978
>>> Tue Mar 15 20:47:04 2022 | 2 | oater | pruned
>>> Tue Mar 15 20:47:22 2022 | 3 | realo | pruned
>>> Tue Mar 15 20:47:11 2022 | 4 | ratel | pruned
>>> Tue Mar 15 20:47:10 2022 | 5 | alter | 7990
>>> Tue Mar 15 20:47:12 2022 | 6 | later | pruned
>>> Tue Mar 15 20:47:10 2022 | 7 | taler | 7991
