coras = 4653 (3.2268)
carto = 4657 (3.2295)
toras = 4662 (3.233)
sarco = 4666 (3.2358)
teras = 4668 (3.2372)
certo = 4670 (3.2386)
serta = 4670 (3.2386)
terco = 4671 (3.2393)
corta = 4673 (3.2406)
sorca = 4676 (3.2427)
torca = 4678 (3.2441)
terso = 4679 (3.2448)
sorte = 4680 (3.2455)
corsa = 4681 (3.2462)
ceras = 4685 (3.249)
cores = 4686 (3.2497)
torce = 4688 (3.251)
certa = 4690 (3.2524)
corte = 4690 (3.2524)
leras = 4690 (3.2524)
sacro = 4690 (3.2524)
tosar = 4692 (3.2538)
terca = 4693 (3.2545)
terio = 4694 (3.2552)
coser = 4695 (3.2559)
tarso = 4695 (3.2559)
tirao = 4696 (3.2566)
tiras = 4696 (3.2566)
marto = 4699 (3.2587)
cesar = 4701 (3.2601)
lorca = 4701 (3.2601)
rocas = 4701 (3.2601)
teria = 4701 (3.2601)
caros = 4704 (3.2621)
mirto = 4704 (3.2621)
cetro = 4705 (3.2628)
colas = 4705 (3.2628)
coral = 4706 (3.2635)
costa = 4707 (3.2642)
marco = 4707 (3.2642)
tesar = 4707 (3.2642)
tireo = 4708 (3.2649)
toria = 4708 (3.2649)
carte = 4709 (3.2656)
cerio = 4709 (3.2656)
tirso = 4709 (3.2656)
resto = 4710 (3.2663)
casto = 4712 (3.2677)
cotra = 4713 (3.2684)
morta = 4713 (3.2684)
morte = 4713 (3.2684)
termo = 4713 (3.2684)
sirte = 4714 (3.2691)
meras = 4715 (3.2698)
seral = 4715 (3.2698)
terao = 4715 (3.2698)
tocar = 4715 (3.2698)
tolas = 4716 (3.2705)
carao = 4717 (3.2712)
cario = 4717 (3.2712)
cotar = 4717 (3.2712)
lerca = 4717 (3.2712)
locas = 4717 (3.2712)
rasco = 4717 (3.2712)
rasto = 4717 (3.2712)
rotas = 4717 (3.2712)
selar = 4717 (3.2712)
tires = 4717 (3.2712)
toler = 4717 (3.2712)
tosca = 4717 (3.2712)
caras = 4718 (3.2718)
tocas = 4718 (3.2718)
corla = 4719 (3.2725)
lesar = 4719 (3.2725)
moras = 4719 (3.2725)
serio = 4719 (3.2725)
socar = 4719 (3.2725)
cesto = 4720 (3.2732)
cotas = 4720 (3.2732)
parto = 4720 (3.2732)
resta = 4720 (3.2732)
rosca = 4720 (3.2732)
talco = 4720 (3.2732)
tasco = 4720 (3.2732)
telar = 4720 (3.2732)
trica = 4720 (3.2732)
trico = 4720 (3.2732)
carpo = 4721 (3.2739)
cisto = 4721 (3.2739)
lirao = 4721 (3.2739)
perto = 4721 (3.2739)
recto = 4721 (3.2739)
surto = 4721 (3.2739)
tardo = 4721 (3.2739)
cisar = 4722 (3.2746)
serao = 4722 (3.2746)
solta = 4722 (3.2746)
taler = 4722 (3.2746)
treco = 4722 (3.2746)
listo = 4723 (3.2753)
teiro = 4723 (3.2753)
loris = 4724 (3.276)
setar = 4724 (3.276)
setra = 4724 (3.276)
tolar = 4724 (3.276)
trias = 4724 (3.276)
caril = 4725 (3.2767)
corda = 4725 (3.2767)
creto = 4725 (3.2767)
lesto = 4725 (3.2767)
liras = 4725 (3.2767)
morca = 4725 (3.2767)
soral = 4725 (3.2767)
telas = 4725 (3.2767)
toral = 4725 (3.2767)
carta = 4726 (3.2774)
cesta = 4726 (3.2774)
darto = 4726 (3.2774)
parco = 4726 (3.2774)
poras = 4726 (3.2774)
porta = 4726 (3.2774)
crias = 4727 (3.2781)
salto = 4727 (3.2781)
secar = 4727 (3.2781)
solte = 4727 (3.2781)
soria = 4727 (3.2781)
tarca = 4727 (3.2781)
taros = 4727 (3.2781)
terma = 4727 (3.2781)
cardo = 4728 (3.2788)
lacro = 4728 (3.2788)
laser = 4728 (3.2788)
perco = 4728 (3.2788)
sarta = 4728 (3.2788)
tecar = 4728 (3.2788)
tesio = 4728 (3.2788)
cetra = 4729 (3.2795)
curao = 4729 (3.2795)
lares = 4729 (3.2795)
torda = 4729 (3.2795)
cisao = 4730 (3.2802)
citro = 4730 (3.2802)
coles = 4730 (3.2802)
colir = 4730 (3.2802)
lista = 4730 (3.2802)
miras = 4730 (3.2802)
retas = 4730 (3.2802)
sirma = 4730 (3.2802)
terno = 4730 (3.2802)
tisco = 4730 (3.2802)
turco = 4730 (3.2802)
citas = 4731 (3.2809)
colar = 4731 (3.2809)
nerto = 4731 (3.2809)
ricto = 4731 (3.2809)
rolas = 4731 (3.2809)
sarca = 4731 (3.2809)
terol = 4731 (3.2809)
tiram = 4731 (3.2809)
calor = 4732 (3.2816)
coram = 4732 (3.2816)
curto = 4732 (3.2816)
porca = 4732 (3.2816)
risco = 4732 (3.2816)
solar = 4732 (3.2816)
tasio = 4732 (3.2816)
torna = 4732 (3.2816)
letro = 4733 (3.2822)
porte = 4733 (3.2822)
recta = 4733 (3.2822)
secto = 4733 (3.2822)
lerao = 4734 (3.2829)
lotas = 4734 (3.2829)
marte = 4734 (3.2829)
mores = 4734 (3.2829)
peras = 4734 (3.2829)
roces = 4734 (3.2829)
tiros = 4734 (3.2829)
cerdo = 4735 (3.2836)
cista = 4735 (3.2836)
narco = 4735 (3.2836)
talio = 4735 (3.2836)
carel = 4736 (3.2843)
celta = 4736 (3.2843)
lasco = 4736 (3.2843)
seria = 4736 (3.2843)
taras = 4736 (3.2843)
torpe = 4736 (3.2843)
celas = 4737 (3.285)
cotes = 4737 (3.285)
curas = 4737 (3.285)
merio = 4737 (3.285)
raste = 4737 (3.285)
risca = 4737 (3.285)
sitar = 4737 (3.285)
telso = 4737 (3.285)
latir = 4738 (3.2857)
mesto = 4738 (3.2857)
metro = 4738 (3.2857)
mirao = 4738 (3.2857)
ticas = 4738 (3.2857)
tilar = 4738 (3.2857)
torci = 4738 (3.2857)
cairo = 4739 (3.2864)
cerna = 4739 (3.2864)
cerol = 4739 (3.2864)
citar = 4739 (3.2864)
deras = 4739 (3.2864)
locar = 4739 (3.2864)
marso = 4739 (3.2864)
corna = 4740 (3.2871)
latis = 4740 (3.2871)
misto = 4740 (3.2871)
ricas = 4740 (3.2871)
sardo = 4740 (3.2871)
setor = 4740 (3.2871)
tarol = 4740 (3.2871)
mares = 4741 (3.2878)
morsa = 4741 (3.2878)
sento = 4741 (3.2878)
surta = 4741 (3.2878)
tales = 4741 (3.2878)
torne = 4741 (3.2878)
celso = 4742 (3.2885)
cirpo = 4742 (3.2885)
curta = 4742 (3.2885)
lotes = 4742 (3.2885)
noras = 4742 (3.2885)
roias = 4742 (3.2885)
silte = 4742 (3.2885)
ticar = 4742 (3.2885)
cesio = 4743 (3.2892)
cosia = 4743 (3.2892)
lotar = 4743 (3.2892)
norca = 4743 (3.2892)
tarim = 4743 (3.2892)
caria = 4744 (3.2899)
risao = 4744 (3.2899)
ritao = 4744 (3.2899)
santo = 4744 (3.2899)
secta = 4744 (3.2899)
tecas = 4744 (3.2899)
terna = 4744 (3.2899)
tisca = 4744 (3.2899)
torem = 4744 (3.2899)
crila = 4745 (3.2906)
criso = 4745 (3.2906)
leria = 4745 (3.2906)
licra = 4745 (3.2906)
macro = 4745 (3.2906)
masto = 4745 (3.2906)
toira = 4745 (3.2906)
tomar = 4745 (3.2906)
turca = 4745 (3.2906)
catre = 4746 (3.2913)
letra = 4746 (3.2913)
litro = 4746 (3.2913)
maser = 4746 (3.2913)
pores = 4746 (3.2913)
roles = 4746 (3.2913)
sorda = 4746 (3.2913)
tiles = 4746 (3.2913)
treso = 4746 (3.2913)
caroa = 4747 (3.292)
carus = 4747 (3.292)
ceira = 4747 (3.292)
cerda = 4747 (3.292)
creta = 4747 (3.292)
mitro = 4747 (3.292)
norte = 4747 (3.292)
sorti = 4747 (3.292)
comer = 4748 (3.2926)
malto = 4748 (3.2926)
merca = 4748 (3.2926)
serna = 4748 (3.2926)
sorna = 4748 (3.2926)
teira = 4748 (3.2926)
telio = 4748 (3.2926)
tenro = 4748 (3.2926)
tolia = 4748 (3.2926)
doris = 4749 (3.2933)
liste = 4749 (3.2933)
teias = 4749 (3.2933)
toner = 4749 (3.2933)
meros = 4750 (3.294)
mocar = 4750 (3.294)
perca = 4750 (3.294)
pesar = 4750 (3.294)
ratio = 4750 (3.294)
rocal = 4750 (3.294)
salte = 4750 (3.294)
ticao = 4750 (3.294)
>>> Mon Mar 14 07:12:39 2022 | 0 | rosea | pruned
>>> Mon Mar 14 07:12:51 2022 | 1 | serao | 4722
>>> Mon Mar 14 07:12:33 2022 | 2 | saroe | pruned
>>> Mon Mar 14 07:13:25 2022 | 3 | oreia | pruned
>>> Mon Mar 14 07:12:37 2022 | 4 | areio | pruned
>>> Mon Mar 14 07:13:01 2022 | 5 | terao | 4715
>>> Mon Mar 14 07:12:54 2022 | 6 | reato | pruned
>>> Mon Mar 14 07:14:02 2022 | 7 | orate | pruned
>>> Mon Mar 14 07:12:47 2022 | 8 | erato | pruned
